IDNum,Number,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY,equalX,equalY,spiralSevX,spiralSevY,theta0,theta1,equalXold,equalX1,equalYold,equalY1,sunflrx1,sunflry1,sunflrxOLD,sunflryOLD,words,Recognitions,Enrollments,Engagements,status,gender,yearsteaching,equalX0,equalY0,sunflrx,sunflry
412,61,5,-0.09961,0.49375,62,-0.5,-2,-0.0632939,-0.0532988,0.3005812,0.5482529,10.9281784,-0.036922,-0.5470082,-6.036922,-2.036922,0.4529918,61.33478554,73.85150021,121.3347855,133.8515002,52.4999991,286.65,-64.68542076,-75.74016458,82.70910676,-72.72157499,105.3145792,182.7091068,105.3145792,182.7091068,l am sometimes unsure how to balance meaningful inquiry with meeting expected standards,1,24,6,0,1,9,-8.80276836,4.302472451,-8.80276836,4.302472451
305,78,5,0.13517,0.45893,79,1,2,-0.0632939,-0.0532988,0.3017663,0.5493326,10.9456059,-0.0274378,-0.5486469,-6.0274378,-2.0274378,0.4513531,58.29789118,77.52648505,118.2978912,137.526485,52.9999991,288.12,-97.3379374,65.34754235,41.96815392,-83.46076149,72.6620626,141.9681539,72.6620626,141.9681539,"assigned homework, making it more meaningful, as structured online games where students compete with one another",2,19,6,0,0,8,-9.472183846,2.697727413,-9.472183846,2.697727413
384,91,5,0.11988,0.46584,92,2,-2.5,-0.0632939,-0.0532988,0.3030578,0.5505068,10.9645467,-0.0170781,-0.5502419,-6.0170781,-2.0170781,0.4497581,55.08525159,81.05316192,115.0852516,141.0531619,53.49999909,289.59,-106.538367,90.4581919,-9.92856243,57.15168868,63.46163298,90.07143757,63.46163298,90.07143757,game based learning environment where students interacted in more meaningful ways to comprehend the lesson,15,30,6,0,1,7,-9.8488349,1.000225538,-9.8488349,1.000225538
347,36,5,0.05097,0.4931,37,-1.5,-1.5,-0.0632939,-0.0532988,0.3116079,0.5582185,11.0885795,0.0518424,-0.555806,-5.9481576,-1.9481576,0.444194,51.70570481,84.42464148,111.7057048,144.4246415,53.99999908,291.06,-89.56551754,-48.20553232,-60.34913477,96.64484805,80.43448246,39.65086523,80.43448246,39.65086523,leading to meaningful change for teachers and students in our schools,4,48,7,0,1,15,-9.922540549,-0.737013603,-9.922540549,-0.737013603
376,48,5,0.19529,0.44206,49,1.5,1.5,-0.0632939,-0.0532988,0.312246,0.5587898,11.097743,0.0569915,-0.5558758,-5.9430085,-1.9430085,0.4441242,48.16824196,87.63458488,108.168242,147.6345849,54.49999907,292.53,-50.12811165,-101.9402614,-96.78931978,-38.58993529,119.8718884,3.210680224,119.8718884,3.210680224,we exchange ideas about how to create meaningful social justice projects in our science courses,1,21,3,0,0,12,-9.692557554,-2.460554422,-9.692557554,-2.460554422
310,119,5,-0.44492,0.35599,120,2,2.5,-0.0632939,-0.0532988,0.3131558,0.5596032,11.1107864,0.0643305,-0.5558933,-5.9356695,-1.9356695,0.4441067,44.48197719,90.67719507,104.4819772,150.6771951,54.99999906,294,2.433840012,28.39438347,-109.9730714,-106.2720988,172.43384,-9.973071353,172.43384,-9.973071353,"focusing on vocabulary development including meanings of prefixes, suffixes, synonyms, antonyms and analogies",3,27,6,0,1,11,-9.167367149,-4.118176724,-9.167367149,-4.118176724
458,13,5,-0.25287,0.47425,14,0.5,-1,-0.0632939,-0.0532988,0.3142468,0.5605772,11.1263942,0.0731257,-0.5557872,-5.9268743,-1.9268743,0.4442128,40.65611918,93.54720719,100.6561192,153.5472072,55.49999905,295.47,55.3585191,109.5770854,-96.21036515,17.71616068,225.3585191,3.789634847,225.3585191,3.789634847,amazing teachers who inspired and pushed them to go beyond what they ever thought was possible,3,35,6,0,1,18,-8.364191981,-5.66041452,-8.364191981,-5.66041452
321,14,5,-0.08351,0.50817,15,0,-1,-0.0632939,-0.0532988,0.3156559,0.5618326,11.1464974,0.084472,-0.5554461,-5.915528,-1.915528,0.4445539,36.69994413,96.23987791,96.69994413,156.2398779,55.99999904,296.94,95.56059626,-6.659424206,-58.41380352,111.8018429,265.5605963,41.58619648,265.5605963,41.58619648,"continually push me to consider the impact of race, class and gender on my teaching",3,21,4,0,1,14,-7.3082699,-7.041959327,-7.3082699,-7.041959327
394,39,5,-0.16387,0.49999,40,-1.5,0,-0.0632939,-0.0532988,0.316244,0.5623558,11.1548702,0.0892026,-0.5552359,-5.9107974,-1.9107974,0.4447641,32.62277025,98.75097397,92.62277025,158.750974,56.49999904,298.41,112.866198,-112.9036325,-5.49739548,4.665809484,282.866198,94.50260452,282.866198,94.50260452,students were able to see the connection between science and their daily lives and that pushed their level of engagement,1,25,3,0,1,8,-6.031916229,-8.222894056,-6.031916229,-8.222894056
442,76,5,0.15561,0.47727,77,0,2,-0.0632939,-0.0532988,0.3294222,0.5739531,11.3397591,0.1936686,-0.5402913,-5.8063314,-1.8063314,0.4597087,28.43393367,101.07676,88.43393367,161.07676,56.99999903,299.88,102.5848666,-16.14475898,49.72268235,-112.8509936,272.5848666,149.7226824,272.5848666,149.7226824,how do I reach and push my gifted students,1,24,1,0,0,11,-4.573410574,-9.16972823,-4.573410574,-9.16972823
378,11,5,-0.21351,0.50121,12,1,-0.5,-0.0632939,-0.0532988,0.3300449,0.5744953,11.3483698,0.1985011,-0.5391124,-5.8014989,-1.8014989,0.4608876,24.14276577,103.2139858,84.14276577,163.2139858,57.49999902,301.35,66.7689668,111.624269,93.63175248,-27.65904123,236.7689668,193.6317525,236.7689668,193.6317525,pushed me to seek out opportunities that I had previously been too nervous to try,2,15,1,0,1,10,-2.975749803,-9.856211904,-2.975749803,-9.856211904
457,10,5,-0.00904,0.52201,11,1,0,-0.0632939,-0.0532988,0.3339237,0.5778613,11.4017584,0.2283169,-0.5308438,-5.7716831,-1.7716831,0.4691562,19.75857193,105.1598727,79.75857193,165.1598727,57.99999901,302.82,13.82500966,39.08789213,115.1732135,109.2160093,183.8250097,215.1732135,183.8250097,215.1732135,challenge the students to push themselves to achieve more in an effort to truly prepare them for a successful life,1,29,3,0,1,9,-1.285305255,-10.26391691,-1.285305255,-10.26391691
422,42,5,-0.33395,0.45826,43,-1.5,1.5,-0.0632939,-0.0532988,0.3349471,0.5787462,11.4157741,0.2360954,-0.5283996,-5.7639046,-1.7639046,0.4716004,15.29061154,106.9121003,75.29061154,166.9121003,58.499999,304.29,-43.45580877,-105.6312504,108.6305329,50.30943184,126.5441912,208.6305329,126.5441912,208.6305329,pushing them to do more than just the minimum that is required of them to qualify for graduation,3,29,4,0,1,8,0.449570071,-10.38257612,0.449570071,-10.38257612
287,49,5,0.04339,0.5166,50,2,1.5,-0.0632939,-0.0532988,0.3361661,0.5797983,11.43243,0.2453083,-0.5253474,-5.7546917,-1.7546917,0.4746526,10.74807941,108.4687918,70.74807941,168.4687918,58.99999899,305.76,-90.98739069,-61.20196149,75.13517642,-100.8876598,79.01260931,175.1351764,79.01260931,175.1351764,teaching such a population pushes me to be five steps ahead,1,12,1,1,0,15,2.179944601,-10.21018323,2.179944601,-10.21018323
362,67,5,-0.05766,0.52681,68,-2,-0.5,-0.0632939,-0.0532988,0.336558,0.5801362,11.4377755,0.2482576,-0.524334,-5.7517424,-1.7517424,0.475666,6.140088384,109.8284996,66.14008838,169.8284996,59.49999899,307.23,-116.8526245,95.01554709,22.50475842,-71.64527766,53.14737552,122.5047584,53.14737552,122.5047584,encouraging my students to push their own thinking and empowering them with problem-solving skills,10,23,6,0,0,11,3.857685254,-9.752859296,3.857685254,-9.752859296
304,47,5,0.23145,0.4519,48,1,1.5,-0.0632939,-0.0532988,0.3420998,0.584893,11.5129222,0.2892745,-0.5083503,-5.7107255,-1.7107255,0.4916497,1.475653145,110.9901908,61.47565315,170.9901908,59.99999898,308.7,-114.2895951,81.52199032,-36.57715756,88.05773727,55.71040491,63.42284244,55.71040491,63.42284244,sharing my knowledge and pushing others to do the same,3,20,1,0,0,8,5.436765131,-9.024499147,5.436765131,-9.024499147
372,85,5,0.08739,0.52006,86,2.5,0,-0.0632939,-0.0532988,0.351446,0.5928288,11.6377885,0.3550866,-0.4747204,-5.6449134,-1.6449134,0.5252796,-3.236324723,111.9532322,56.76367528,171.9532322,60.49999897,310.17,-83.45222071,-80.06930675,-87.61693249,90.71883,86.54777929,12.38306751,86.54777929,12.38306751,helped to push me as a teacher and learner,5,20,6,0,1,8,6.874474174,-8.046216797,6.874474174,-8.046216797
409,40,5,-0.09439,0.54114,41,-1.5,0.5,-0.0632939,-0.0532988,0.3543245,0.5952516,11.6757865,0.3743883,-0.462772,-5.6256117,-1.6256117,0.537228,-7.987070607,112.7173753,52.01292939,172.7173753,60.99999896,311.64,-31.48852223,-99.12792968,-117.8663352,-71.11718187,138.5114778,-17.86633518,138.5114778,-17.86633518,it has pushed me to question and reflect on my own teaching and impact on my students,1,16,5,0,0,16,8.132502115,-6.845612412,8.132502115,-6.845612412
340,98,5,-0.01899,0.54063,99,-1.5,-2.5,-0.0632939,-0.0532988,0.3547143,0.5955789,11.6809158,0.3769642,-0.4610989,-5.6230358,-1.6230358,0.5389011,-12.76794961,113.2827412,47.23205039,173.2827412,61.49999895,313.11,29.11102722,61.27960346,-119.5054312,-106.648067,199.1110272,-19.50543123,199.1110272,-19.50543123,the year that I start to truly push the boundaries of what my students,1,24,5,0,1,8,9.177869202,-5.455888275,9.177869202,-5.455888275
465,94,5,0.17902,0.49204,95,0.5,-2.5,-0.0632939,-0.0532988,0.3561104,0.5967499,11.6992563,0.3861148,-0.4550009,-5.6138852,-1.6138852,0.5449991,-17.57047826,113.6498055,42.42952174,173.6498055,61.99999894,314.58,83.51479119,113.1858529,-91.65849471,50.64546081,253.5147912,8.341505289,253.5147912,8.341505289,"a passion for education, working with kids, and the sciences has turned what couId be just a job into a career",1,23,4,0,1,19,9.983687126,-3.914842432,9.983687126,-3.914842432
187,20,5,-0.17079,0.53589,21,-1,1,-0.0632939,-0.0532988,0.3586988,0.5989147,11.7331276,0.4027576,-0.4432665,-5.5972424,-1.5972424,0.5567335,-22.38633522,113.8193832,37.61366478,173.8193832,62.49999893,316.05,118.1799872,-39.31350071,-40.72457042,118.6568526,288.1799872,59.27542958,288.1799872,59.27542958,I became passionate about education related research and the curriculum alignment during my involvement,9,1,21,0,1,23,10.5297359,-2.263771565,10.5297359,-2.263771565
439,55,5,-0.28663,0.50997,56,2,-1.5,-0.0632939,-0.0532988,0.3671507,0.6059297,11.8425703,0.4540197,-0.401269,-5.5459803,-1.5459803,0.598731,-27.20737101,113.7926138,32.79262899,173.7926138,62.99999893,317.52,124.2229919,-122.9866261,21.08668474,-27.39141853,294.2229919,121.0866847,294.2229919,121.0866847,"it takes passion, dedication, creativity, drive, and patience",2,16,6,0,1,8,10.80284864,-0.546316167,10.80284864,-0.546316167
427,54,5,-0.16238,0.54453,55,2,-1,-0.0632939,-0.0532988,0.3672173,0.6059846,11.8434255,0.4544039,-0.4009169,-5.5455961,-1.5455961,0.5990831,-32.02561685,113.5709464,27.97438315,173.5709464,63.49999892,318.99,99.69140871,14.99483943,78.68051238,-126.1116759,269.6914087,178.6805124,269.6914087,178.6805124,I am so passionate towards the positive educational outcomes of all students,4,43,8,0,0,10,10.79710235,1.192719962,10.79710235,1.192719962
428,90,5,0.12742,0.53807,91,2.5,-2.5,-0.0632939,-0.0532988,0.3860889,0.6213605,12.0816401,0.5497801,-0.2895353,-5.4502199,-1.4502199,0.7104647,-36.83329258,113.1561247,23.16670742,173.1561247,63.99999891,320.46,50.15785406,127.9802898,117.7632781,2.24619943,220.1578541,217.7632781,220.1578541,217.7632781,"I have the fortitude, passion and intelligence to help meet the challenges faced",1,6,1,1,0,4,10.51381699,2.90854814,10.51381699,2.90854814
383,6,5,0.43491,0.35228,7,-0.5,0.5,-0.0632939,-0.0532988,0.4127013,0.6424183,12.4042437,0.6339938,-0.1036976,-5.3660062,-1.3660062,0.8963024,-41.62281373,112.5501727,18.37718627,172.5501727,64.4999989,321.93,-12.53825971,10.72646289,128.3892209,128.5532691,157.4617403,228.3892209,157.4617403,228.3892209,"effectively empower them to discover meaning, while fairly evaluating the learning outcome",5,27,3,0,0,17,9.961369344,4.557534509,9.961369344,4.557534509
319,5,5,0.35616,0.43653,6,-0.5,0,-0.0632939,-0.0532988,0.4158738,0.6448828,12.4417286,0.63988,-0.0801715,-5.36012,-1.36012,0.9198285,-46.3867979,111.7553801,13.6132021,171.7553801,64.99999889,323.4,-73.11888148,-127.8045312,107.4878094,23.79079219,96.88111852,207.4878094,96.88111852,207.4878094,I am so passionate towards the positive educational outcomes of all students,1,30,4,0,0,8,9.154834813,6.098278408,9.154834813,6.098278408
456,18,5,0.26755,0.50171,19,-1,0,-0.0632939,-0.0532988,0.4174925,0.6461366,12.4607768,0.6425377,-0.0681013,-5.3574623,-1.3574623,0.9318987,-51.11807021,110.7742881,8.881929789,170.7742881,65.49999888,324.87,-116.5902577,-36.8114667,59.73032569,-125.721581,53.40974229,159.7303257,53.40974229,159.7303257,I strove to instill in my students a lifolong curiosity and passion for science,2,27,9,0,1,9,8.115470726,7.492605352,8.115470726,7.492605352
453,44,5,0.13316,0.58332,45,-0.5,1.5,-0.0632939,-0.0532988,0.4438776,0.6662414,12.7642612,0.6532387,0.1309841,-5.3467613,-1.3467613,1.1309841,-55.80966817,109.6096754,4.190331835,169.6096754,65.99999887,326.34,-131.9534681,122.3058408,-3.504603772,-49.65159934,38.04653187,96.49539623,38.04653187,96.49539623,solidified my passion for teaching,6,16,2,0,1,9,6.870061708,8.706448886,6.870061708,8.706448886
402,89,5,0.16917,0.58072,90,2.5,-2,-0.0632939,-0.0532988,0.4560193,0.675292,12.8996873,0.6381256,0.2209413,-5.3618744,-1.3618744,1.2209413,-60.45484577,108.2645446,-0.454845769,168.2645446,66.49999887,327.81,-114.9844111,62.17417511,-66.83999708,117.5728368,55.01558893,33.16000292,55.01558893,33.16000292,teaching students is my passion,9,42,2,0,0,8,5.450146598,9.710607713,5.450146598,9.710607713
282,118,5,0.34818,0.54068,119,1.5,2.5,-0.0632939,-0.0532988,0.5221216,0.7225798,13.5955766,0.3724894,0.6191714,-5.6275106,-1.6275106,1.6191714,-65.04707701,106.7421087,-5.04707701,166.7421087,66.99999886,329.28,-69.38128419,-111.5522356,-114.6395979,74.24350972,100.6187158,-14.63959789,100.6187158,-14.63959789,this intersection of duty and passion forms the origin of my current explorations,2,22,1,0,1,9,3.89115153,10.48136154,3.89115153,10.48136154
172,342,6,0.24728,-0.35841,343,-4.5,4.5,0.2472493,-0.3539287,2.01E-05,0.0044814,0.1117853,0.0044535,0.0004999,0.0044535,-0.0455465,0.6004999,0.785274506,0.619147761,-29.21472549,-94.38085224,4.999999915,147,2.836621037,-7.931364192,-9.589242989,6.090440219,57.83662104,-169.589243,197.836621,-164.589243,a global symposium that gave me the opportunity to network and collaborate with teachers,4,8,1,1,0,7,-0.943080993,-0.332563138,8.056919007,-20.33256314
97,343,6,0.25778,-0.34849,344,-4,4.5,0.2472493,-0.3539287,0.0001405,0.0118522,0.2945639,0.0113418,0.003441,0.0113418,-0.0386582,0.603441,0.618157473,1.902072906,-29.38184253,-93.09792709,5.499999906,148.47,7.795366789,-7.543389274,-7.760944313,-8.006077582,62.79536679,-167.7609443,202.7953668,-162.7609443,it is an opportunity for me to network and understand how the foundations of math are taught,4,1,4,0,1,8,0.29472493,-1.383162035,9.29472493,-21.38316203
141,354,6,0.21092,-0.34643,355,1.5,4.5,0.2472493,-0.3539287,0.001376,0.0370951,0.9105904,0.0227497,0.0293001,0.0227497,-0.0272503,0.6293001,-0.632942856,2.932470518,-30.63294286,-92.06752948,5.999999898,149.94,11.5220431,7.861508133,-3.352987158,-9.066239015,66.5220431,-163.3529872,206.5220431,-158.3529872,I have experienced growth in both my content knowledge and my pedagogical skills,4,1,7,0,1,8,1.676222223,-0.436209881,10.67622222,-20.43620988
415,315,6,0.27881,-0.31928,316,0,-4.5,0.2472493,-0.3539287,0.0021966,0.046868,1.1450717,0.0193556,0.0426846,0.0193556,-0.0306444,0.6426846,-2.543461644,3.087199843,-32.54346164,-91.91280016,6.499999889,151.41,12.69563944,10.62889964,2.796558437,7.48508466,67.69563944,-157.2034416,207.6956394,-152.2034416,provided a network of experienced Statistics teachers that I could go to for advice and to share ideas,1,35,4,0,1,14,1.557607037,1.254535897,10.55760704,-18.7454641
96,351,6,0.23473,-0.40448,352,0,4.5,0.2472493,-0.3539287,0.0027122,0.0520785,1.2691927,0.01547,0.0497277,0.01547,-0.03453,0.6497277,-4.50958197,2.159553301,-34.50958197,-92.8404467,6.999999881,152.88,10.55463266,-6.868133103,9.197811122,12.19953883,65.55463266,-150.8021889,205.5546327,-145.8021889,country has given me a broader network of like-minded individuals to share instructional ideas,2,1,4,0,1,12,0.158839118,2.230419273,9.158839118,-17.76958073
85,345,6,0.29903,-0.3437,346,-3,4.5,0.2472493,-0.3539287,0.0027859,0.0527814,1.2858892,0.0148352,0.0506536,0.0148352,-0.0351648,0.6506536,-5.993543222,0.278279805,-35.99354322,-94.7217202,7.499999872,154.35,5.199531568,-13.74506697,14.06999899,-6.006091414,60.19953157,-145.930001,200.1995316,-140.930001,I hope to have the opportunity to engage with the network of AP Statistics and Calculus teachers,4,1,8,0,1,10,-1.524444204,1.917307974,7.475555796,-18.08269203
43,324,6,0.29178,-0.3828,325,-4.5,-4.5,0.2472493,-0.3539287,0.0028165,0.0530711,1.2927684,0.0145659,0.0510331,0.0145659,-0.0354341,0.6510331,-6.635467626,-2.229477378,-36.63546763,-97.22947738,7.999999864,155.82,-2.327998381,4.898665761,15.82973226,-15.23164711,52.67200162,-144.1702677,192.6720016,-139.1702677,the social network of amazing teachers I have an opportunity to grow with continues to strengthen and inspire me as a teacher,2,28,1,0,0,12,-2.584303605,0.566899353,6.415696395,-19.43310065
90,348,6,0.21472,-0.29473,349,-1.5,4.5,0.2472493,-0.3539287,0.0045626,0.0675473,1.6340941,-0.0042727,0.067412,-0.0042727,-0.0542727,0.667412,-6.27500414,-4.962290101,-36.27500414,-99.9622901,8.499999855,157.29,-10.23420038,16.62522271,13.5742824,3.549925322,44.76579962,-146.4257176,184.7657996,-141.4257176,will provide me with courses and a network of teachers to work with,2,1,3,0,0,13,-2.582742066,-1.153014927,6.417257934,-21.15301493
66,321,6,0.27529,-0.2903,322,-3,-4.5,0.2472493,-0.3539287,0.0048349,0.0695334,1.6805617,-0.007617,0.0691149,-0.007617,-0.057617,0.6691149,-4.924655532,-7.533111435,-34.92465553,-102.5331114,8.999999846,158.76,-16.40034358,-1.968333792,7.418135252,17.89205584,38.59965642,-152.5818647,178.5996564,-147.5818647,"to seek and utilize the resources and networks that can help me do that, and to continue to develop resources that can help others do the same",1,12,2,0,1,12,-1.577605796,-2.551697465,7.422394204,-22.55169747
67,326,6,0.17647,-0.36894,327,-4.5,-3.5,0.2472493,-0.3539287,0.005235,0.0723536,1.7463965,-0.0126401,0.0712409,-0.0126401,-0.0626401,0.6712409,-2.723870357,-9.62187769,-32.72387036,-104.6218777,9.499999838,160.23,-18.9462712,-18.99926855,-1.427868218,-0.166716532,36.0537288,-161.4278682,176.0537288,-156.4278682,to learn through collaboration with other like-minded individuals who see mathematics as an inspiring tool for change,4,1,6,0,0,11,0.035068001,-3.162083211,9.035068001,-23.16208321
108,353,6,0.21307,-0.42007,354,1,4.5,0.2472493,-0.3539287,0.0055429,0.0744506,1.7952372,-0.0165698,0.0725833,-0.0165698,-0.0665698,0.6725833,0.109107913,-10.99945887,-29.89089209,-105.9994589,9.999999829,161.7,-16.78143244,-1.837836837,-10.88041936,-19.91537988,38.21856756,-170.8804194,178.2185676,-165.8804194,to expand my role as a math educator to collaborate with the greater teaching community,2,1,4,0,1,9,1.728782959,-2.830425671,10.72878296,-22.83042567
88,347,6,0.31052,-0.31103,348,-2,4.5,0.2472493,-0.3539287,0.0058435,0.0764427,1.8415447,-0.0204448,0.0736579,-0.0204448,-0.0704448,0.6736579,3.319210467,-11.53181867,-26.68078953,-106.5318187,10.49999982,163.17,-9.986278797,20.61083083,-18.47360917,-4.024133742,45.0137212,-178.4736092,185.0137212,-173.4736092,I am genuinely enthusiastic and continually learning and collaborating with my professional community,1,1,3,0,1,7,3.024670943,-1.688598734,12.02467094,-21.68859873
266,365,6,0.17002,-0.33259,366,5,2.5,0.2472493,-0.3539287,0.0064197,0.080123,1.9268735,-0.0279309,0.075097,-0.0279309,-0.0779309,0.675097,6.647177651,-11.17206468,-23.35282235,-106.1720647,10.99999981,164.64,0.097361228,6.367102359,-21.99978456,21.05849015,55.09736123,-181.9997846,195.0973612,-176.9997846,my school obtain a Google domain for education which allowed students and staff to collaborate using various Google apps,2,15,1,0,1,15,3.605039875,-0.060724784,12.60503987,-20.06072478
101,352,6,0.16953,-0.38505,353,0.5,4.5,0.2472493,-0.3539287,0.0070088,0.0837187,2.0099591,-0.0355957,0.0757745,-0.0355957,-0.0855957,0.6757745,9.852602524,-9.946166271,-20.14739748,-104.9461663,11.4999998,166.11,11.1160055,-21.23413347,-20.1354022,8.838075335,66.1160055,-180.1354022,206.1160055,-175.1354022,"I have had the opportunity to collaborate with teachers to develop tasks, including a quadratic modeling task using a ball bounce",2,1,11,0,1,29,3.357871498,1.65066623,12.3578715,-18.34933377
53,304,6,0.28593,-0.43054,305,4.5,-3.5,0.2472493,-0.3539287,0.0073655,0.0858225,2.0584431,-0.040212,0.0758188,-0.040212,-0.090212,0.6758188,12.72851765,-7.936298794,-17.27148235,-102.9362988,11.9999998,167.58,20.25249237,-11.40513038,-12.87775418,-21.116889,75.25249237,-172.8777542,215.2524924,-167.8777542,provided me with professional development opportunities to collaborate with other educators who are passionate about critical math pedagogy,3,5,1,1,1,7,2.364824197,3.067182178,11.3648242,-16.93281782
209,361,6,0.25119,-0.44038,362,5,4.5,0.2472493,-0.3539287,0.0074894,0.0865411,2.0749835,-0.0418076,0.0757726,-0.0418076,-0.0918076,0.6757726,15.10917059,-5.264310422,-14.89082941,-100.2643104,12.49999979,169.05,24.94495663,20.68964318,-1.658052753,-14.03348371,79.94495663,-161.6580528,219.9449566,-156.6580528,I had the opportunity to not only collaborate with one of my idols of progressive math education,1,1,7,0,0,9,0.852279366,3.908147884,9.852279366,-16.09185212
93,349,6,0.30294,-0.27596,350,-1,4.5,0.2472493,-0.3539287,0.0091806,0.0958153,2.2874665,-0.0629389,0.0722445,-0.0629389,-0.1129389,0.6722445,16.87267505,-2.076737015,-13.12732495,-97.07673701,12.99999978,170.52,23.59361874,16.68593178,10.92433773,19.9394002,78.59361874,-149.0756623,218.5936187,-144.0756623,"provided an extended period of time for us to engage in reflection, planning, and collaborating around the content we teach",1,1,3,0,0,11,-0.874687108,4.029258302,8.125312892,-15.9707417
315,312,6,0.34556,-0.35564,313,1.5,-4.5,0.2472493,-0.3539287,0.0096679,0.0983256,2.3446717,-0.068721,0.0703232,-0.068721,-0.118721,0.6703232,17.94004299,1.46794324,-12.05995701,-93.53205676,13.49999977,171.99,16.06286291,-18.85758992,21.70217582,19.3233357,71.06286291,-138.2978242,211.0628629,-133.2978242,"this is in direct opposition to the collaborative learning models I ""grew up"" with",1,25,4,0,0,15,-2.498920611,3.428614265,6.501079389,-16.57138574
261,364,6,0.3019,-0.43868,365,5,3,0.2472493,-0.3539287,0.0101695,0.1008439,2.4019264,-0.0744927,0.067973,-0.0744927,-0.1244927,0.667973,18.27183882,5.20959751,-11.72816118,-89.79040249,13.99999976,173.46,3.828648734,-21.90514254,27.73700505,-17.4403191,58.82864873,-132.262995,198.8286487,-127.262995,helped a teacher that I mentored to increase her wait time when asking questions and to phrase her questions in different ways to allow for more participation,1,23,1,1,1,9,-3.746878435,2.227308241,5.253121565,-17.77269176
94,350,6,0.21862,-0.25555,351,-0.5,4.5,0.2472493,-0.3539287,0.010498,0.1024597,2.4385954,-0.0781673,0.066241,-0.0781673,-0.1281673,0.666241,17.86342376,8.994336649,-12.13657624,-86.00566335,14.49999975,174.93,-10.29279703,15.688562,27.11195916,-24.38993691,44.70720297,-132.8880408,184.707203,-127.8880408,I love mentoring teachers as much as I love teaching students,3,1,9,0,0,11,-4.427003402,0.633751434,4.572996598,-19.36624857
20,346,6,0.33694,-0.40854,347,-2.5,4.5,0.2472493,-0.3539287,0.0110268,0.1050087,2.49633,-0.0838958,0.0631531,-0.0838958,-0.1338958,0.6631531,16.73951196,12.68024997,-13.26048804,-82.31975003,14.99999974,176.4,-22.79063239,26.7360157,19.50864104,13.60828661,32.20936761,-140.491359,172.2093676,-135.491359,my own educational background and the wonderful mentors that I had at the,1,1,4,0,1,7,-4.448813581,-1.099116792,4.551186419,-21.09911679
403,314,6,0.33806,-0.41998,315,0.5,-4.5,0.2472493,-0.3539287,0.0126094,0.1122914,2.6605562,-0.0995481,0.0519571,-0.0995481,-0.1495481,0.6519571,14.94855306,16.14127509,-15.05144694,-78.85872491,15.49999974,177.87,-30.33205566,-11.21051401,6.40049996,28.90197875,24.66794434,-153.5995,164.6679443,-148.5995,start of my career have helped to shape my educational philosophy and values,1,17,4,1,0,12,-3.824072939,-2.715965052,5.175927061,-22.71596505
60,325,6,0.15981,-0.42555,326,-4.5,-4,0.2472493,-0.3539287,0.0127752,0.1130276,2.6770967,-0.101052,0.0506332,-0.101052,-0.151052,0.6506332,12.55729082,19.2695212,-17.44270918,-75.7304788,15.99999973,179.34,-30.64510588,-30.8473276,-9.212897769,-8.511308957,24.35489412,-169.2128978,164.3548941,-164.2128978,mentoring other teachers and with their help becoming a better teacher myself,6,1,8,0,1,12,-2.653559375,-3.994824481,6.346440625,-23.99482448
40,335,6,0.12292,-0.33877,336,-4.5,1,0.2472493,-0.3539287,0.0156876,0.12525,2.9501298,-0.1229612,0.0238345,-0.1229612,-0.1729612,0.6238345,9.645720884,21.97635249,-20.35427912,-73.02364751,16.49999972,180.81,-23.17910951,5.531700866,-23.48890977,-32.5330645,31.82089049,-183.4889098,171.8208905,-178.4889098,I've been able to mentor other math teachers at my school,1,1,2,0,0,26,-1.104017472,-4.772959818,7.895982528,-24.77295982
18,328,6,0.12827,-0.4022,329,-4.5,-2.5,0.2472493,-0.3539287,0.0164862,0.1283985,3.0199851,-0.1274503,0.0155758,-0.1274503,-0.1774503,0.6155758,6.302575725,24.19250998,-23.69742427,-70.80749002,16.99999971,182.28,-9.355562973,33.92228372,-32.68751201,2.297534971,45.64443703,-192.687512,185.644437,-187.687512,"I want to continue mentoring new educators, to continue sharing knowledge and resources",1,8,3,1,1,4,0.619921816,-4.961420859,9.619921816,-24.96142086
300,309,6,0.37083,-0.39824,310,3,-4.5,0.2472493,-0.3539287,0.0172357,0.1312848,3.0838489,-0.131066,0.0075767,-0.131066,-0.181066,0.6075767,2.621397228,25.86751392,-27.37860277,-69.13248608,17.4999997,183.75,7.680388519,1.160745343,-34.14691248,34.98074714,62.68038852,-194.1469125,202.6803885,-189.1469125,"as a mentor and instructional coach, I have shared my values and practices",1,33,8,0,0,14,2.304514112,-4.548539844,11.30451411,-24.54853984
71,334,6,0.13726,-0.26657,335,-4.5,0.5,0.2472493,-0.3539287,0.0197292,0.1404606,3.2858051,-0.1390025,-0.020186,-0.1390025,-0.1890025,0.579814,-1.302790525,26.96855089,-31.30279053,-68.03144911,17.99999969,185.22,23.7713932,-35.67743614,-27.03554818,4.808383345,78.7713932,-187.0355482,218.7713932,-182.0355482,how the Pythagorus Theorem defines the relationship of the sides,6,1,11,0,0,17,3.7528667,-3.593882516,12.7528667,-23.59388252
